file,Cycle,cycle_label_3name
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,54,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,55,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,56,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,57,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,58,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,59,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,60,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,61,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,62,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,63,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,64,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,65,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,66,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,67,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,68,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,69,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,70,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,71,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,72,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,73,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,74,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,75,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,76,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,77,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,78,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,79,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,80,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,81,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,82,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,83,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,84,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,85,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,86,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,87,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,88,GOOD_not_drone
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,89,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,90,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,91,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,92,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,93,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,94,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,95,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,96,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,97,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,98,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,99,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,100,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,101,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,102,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,103,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,104,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,105,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,106,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,107,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,108,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,109,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,110,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,111,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,112,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,113,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,114,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,115,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,116,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,117,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,118,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,119,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,120,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,121,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,122,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,123,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,124,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,125,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,126,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,127,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,128,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,129,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,130,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,131,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,132,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,133,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,134,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,135,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,136,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,137,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,138,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,139,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,140,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,141,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,142,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,143,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,144,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,145,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,146,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,147,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,148,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,149,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,150,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,151,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,152,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,153,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,154,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,155,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,156,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,157,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,158,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,159,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,160,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,161,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,162,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,163,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,164,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,165,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,166,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,167,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,168,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,169,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,170,BAD
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,171,BAD
