file,Cycle,cycle_label_3name,charge_V_end,take_off_V_end,hover_V_end,cruise_V_end,landing_V_end,standby_V_end,standby_t_end_h,landing_V_rel_global,missing_step_pattern
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 .xlsx,19,GOOD_not_drone,4.3,3.4049,3.7886,3.5225,2.968,2.8,1.218,-1.332,0
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 .xlsx,20,GOOD_not_drone,4.3,3.3939,3.7826,3.5161,2.8967,2.8,1.135,-1.4033,0
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 .xlsx,21,GOOD_not_drone,4.3,3.3822,3.776,3.5084,2.7999,2.8,1.071,-1.5001,0
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 .xlsx,22,GOOD_not_drone,4.3001,3.3696,3.7704,3.5016,2.7994,2.8,1.061,-1.5007,0
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 .xlsx,23,GOOD_not_drone,4.3,3.3712,3.7696,3.4994,2.7994,2.8,1.039,-1.5006,0
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 .xlsx,24,GOOD_not_drone,4.3,3.3634,3.7658,3.4942,2.7994,2.7999,1.038,-1.5006,0
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 .xlsx,25,GOOD_not_drone,4.3,3.3573,3.7627,3.4864,2.7999,2.8,1.06,-1.5001,0
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 .xlsx,26,GOOD_not_drone,4.3,3.3434,3.7573,3.4825,2.7996,2.8,1.029,-1.5004,0
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-26-11.xlsx,4,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-26-11.xlsx,5,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-26-11.xlsx,6,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-26-11.xlsx,7,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,4,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,5,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,6,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,7,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,8,GOOD_not_drone,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,9,BAD,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,10,BAD,,,,,,,,,1
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,11,GOOD_not_drone,4.3,3.3957,3.7148,3.2366,2.7996,2.8,0.51,-1.5004,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,12,GOOD_not_drone,4.3,3.4171,3.7898,3.4727,2.7995,2.8,0.607,-1.5005,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,13,GOOD_not_drone,4.3,3.4036,3.7832,3.4572,2.7997,2.8,0.612,-1.5003,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,14,BAD,4.3,3.4073,3.7804,3.4378,2.7995,2.8,0.633,-1.5005,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,15,BAD,4.3,3.384,3.7703,3.4132,2.7993,2.7999,0.622,-1.5007,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,16,BAD,4.3,3.3633,3.7613,3.3759,2.7998,2.8,0.609,-1.5002,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,17,BAD,4.3,3.3466,3.7519,3.3337,2.7994,2.8,0.596,-1.5006,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,18,BAD,4.3,3.3148,3.7393,3.2691,2.7994,2.8,0.557,-1.5006,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,19,BAD,4.3,3.3056,3.7327,3.2207,2.7996,2.8,0.53,-1.5004,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,20,BAD,4.3,3.2778,3.7213,3.1641,2.7993,2.8,0.488,-1.5007,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,21,BAD,4.3,3.2765,3.7187,3.1236,2.7991,2.8,0.468,-1.5009,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,22,BAD,4.3,3.251,3.708,3.0547,2.7997,2.8,0.41,-1.5003,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,23,BAD,4.3,3.247,3.7028,2.9865,2.7896,2.8,0.362,-1.5104,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,24,BAD,4.3,3.228,3.6923,2.8679,2.6712,2.8,0.285,-1.6288,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,25,BAD,4.3001,3.2161,3.6868,2.7998,2.5904,2.7999,0.25,-1.7097,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,26,BAD,4.3,3.2089,3.6801,2.7999,2.5886,2.7999,0.248,-1.7114,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,27,BAD,4.3,3.1929,3.6714,2.7997,2.5838,2.8,0.246,-1.7162,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,28,BAD,4.3,3.1821,3.665,2.8,2.5842,2.7999,0.248,-1.7158,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,29,BAD,4.3,3.1784,3.6581,2.7999,2.5835,2.8,0.244,-1.7165,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,30,BAD,4.3,3.1858,3.6564,2.7999,2.583,2.8,0.238,-1.717,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,31,BAD,4.3,3.1906,3.6538,2.8,2.5754,2.7999,0.235,-1.7246,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,32,BAD,4.3,3.1835,3.6477,2.7999,2.5855,2.7999,0.232,-1.7145,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,33,BAD,4.3,3.1786,3.643,2.7999,2.5804,2.7999,0.225,-1.7196,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,34,BAD,4.3,3.161,3.6336,2.8,2.5802,2.8,0.222,-1.7198,0
2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02.xlsx,35,BAD,4.3,3.1679,3.6325,2.7999,2.5767,2.8,0.222,-1.7233,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,4,GOOD_drone,4.3001,3.5059,3.793,3.4381,3.1378,2.7998,1.196,-1.1623,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,5,GOOD_drone,4.3001,3.5032,3.7762,3.391,3.0767,2.7999,1.024,-1.2234,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,6,GOOD_drone,4.3,3.5369,3.7952,3.4084,3.0989,2.7999,1.082,-1.2011,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,7,GOOD_drone,4.3,3.5358,3.7943,3.4028,3.0902,2.7998,1.057,-1.2098,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,8,GOOD_drone,4.3,3.5373,3.795,3.4017,3.0875,2.7999,1.033,-1.2125,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,9,GOOD_drone,4.3001,3.526,3.7852,3.3855,3.0629,2.8,0.971,-1.2372,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,10,GOOD_drone,4.3001,3.5116,3.7691,3.3611,3.0251,2.7998,0.879,-1.275,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,11,GOOD_drone,4.3,3.5129,3.7721,3.3622,3.0292,2.7999,0.877,-1.2708,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,12,GOOD_not_drone,4.3001,3.4973,3.7627,3.3437,3.0215,2.8,0.821,-1.2786,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,13,GOOD_drone,4.3,3.5051,3.7899,3.3927,3.0644,2.7999,0.97,-1.2356,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,14,GOOD_drone,4.3,3.5055,3.7841,3.38,3.0462,2.8,0.919,-1.2538,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,15,GOOD_drone,4.3001,3.4929,3.7766,3.3696,3.0464,2.7999,0.89,-1.2537,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,16,GOOD_drone,4.3,3.4823,3.7783,3.3742,3.0335,2.8,0.896,-1.2665,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,17,GOOD_drone,4.3001,3.4757,3.7686,3.3586,3.0313,2.7999,0.85,-1.2688,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,18,GOOD_drone,4.3001,3.4752,3.7744,3.3672,3.028,2.7999,0.872,-1.2721,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,19,GOOD_drone,4.3,3.4842,3.7701,3.3552,3.0307,2.8,0.837,-1.2693,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,20,GOOD_drone,4.3,3.4827,3.781,3.3713,3.0481,2.8,0.883,-1.2519,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,21,GOOD_drone,4.3001,3.4803,3.7796,3.3683,3.0451,2.8,0.876,-1.255,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,22,GOOD_drone,4.3001,3.4878,3.7835,3.3692,3.029,2.7997,0.869,-1.2711,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,23,GOOD_not_drone,4.3,3.4798,3.766,3.3378,3.0155,2.8,0.771,-1.2845,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,24,GOOD_not_drone,4.3001,3.482,3.7806,3.3618,3.0177,2.8,0.834,-1.2824,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,25,GOOD_drone,4.3,3.4828,3.7744,3.3523,3.0279,2.7998,0.813,-1.2721,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,26,GOOD_not_drone,4.3,3.4723,3.7759,3.357,3.0038,2.7998,0.817,-1.2962,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,27,GOOD_not_drone,4.3001,3.4713,3.7583,3.3242,2.9971,2.7997,0.72,-1.303,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,28,GOOD_not_drone,4.3002,3.4806,3.7826,3.3612,3.0134,2.7999,0.819,-1.2868,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,29,GOOD_not_drone,4.3,3.4775,3.7739,3.3461,3.021,2.7998,0.781,-1.279,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,30,GOOD_not_drone,4.3,3.478,3.7803,3.3548,3.0073,2.7996,0.795,-1.2927,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,31,GOOD_not_drone,4.3,3.4779,3.7716,3.3409,3.0139,2.7998,0.755,-1.2861,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,32,GOOD_not_drone,4.3002,3.4729,3.7796,3.3521,3.0017,2.8,0.788,-1.2985,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,33,GOOD_not_drone,4.3001,3.475,3.7706,3.3374,3.0107,2.7999,0.733,-1.2894,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,34,GOOD_not_drone,4.3001,3.4648,3.7764,3.3476,3.0189,2.7998,0.763,-1.2812,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,35,GOOD_not_drone,4.3,3.4704,3.7772,3.3489,3.0193,2.8,0.781,-1.2807,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,36,GOOD_not_drone,4.3001,3.4686,3.7778,3.3502,3.0212,2.7998,0.784,-1.2789,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,37,GOOD_not_drone,4.3002,3.468,3.7765,3.3478,3.0178,2.7997,0.773,-1.2824,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,38,GOOD_not_drone,4.3,3.4627,3.7738,3.3423,3.0142,2.7998,0.755,-1.2858,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,39,GOOD_not_drone,4.3001,3.4636,3.7774,3.3468,3.0187,2.8,0.767,-1.2814,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,40,GOOD_not_drone,4.3001,3.4631,3.775,3.3432,3.0138,2.7997,0.755,-1.2863,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,41,GOOD_not_drone,4.3,3.4693,3.7779,3.3447,3.016,2.8,0.758,-1.284,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,42,GOOD_not_drone,4.3002,3.4722,3.7809,3.3475,3.0174,2.7998,0.752,-1.2828,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,43,GOOD_not_drone,4.3001,3.4623,3.7761,3.3396,3.0084,2.7997,0.732,-1.2917,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,44,GOOD_not_drone,4.3,3.4622,3.7737,3.3367,3.0053,2.8,0.728,-1.2947,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,45,GOOD_not_drone,4.3,3.4566,3.7729,3.3341,2.9995,2.7998,0.711,-1.3005,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,46,GOOD_not_drone,4.3002,3.4513,3.7698,3.3314,2.9963,2.7998,0.696,-1.3039,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,47,GOOD_not_drone,4.3,3.4492,3.7664,3.3254,2.9905,2.7998,0.677,-1.3095,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,48,GOOD_not_drone,4.3,3.4503,3.771,3.3288,2.9928,2.8,0.682,-1.3072,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,49,GOOD_not_drone,4.3,3.441,3.7671,3.3226,2.9845,2.8,0.668,-1.3155,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,50,GOOD_not_drone,4.3002,3.4418,3.7659,3.3209,2.9805,2.7997,0.653,-1.3197,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,51,GOOD_not_drone,4.3001,3.4393,3.7655,3.3194,2.9764,2.7998,0.652,-1.3237,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,52,GOOD_not_drone,4.3001,3.4319,3.7595,3.3104,2.9678,2.7997,0.618,-1.3323,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,53,GOOD_not_drone,4.3001,3.4369,3.7632,3.3154,2.9732,2.7996,0.631,-1.3269,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,54,GOOD_not_drone,4.3001,3.4343,3.7619,3.3121,2.9656,2.8,0.618,-1.3345,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,55,GOOD_not_drone,4.3002,3.4231,3.7583,3.3062,2.959,2.8,0.601,-1.3412,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,56,GOOD_not_drone,4.3,3.4595,3.7761,3.3239,2.9888,2.8,0.644,-1.3112,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,57,GOOD_not_drone,4.3002,3.4503,3.7758,3.3255,2.9837,2.7999,0.652,-1.3165,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,58,GOOD_not_drone,4.3,3.4447,3.7793,3.3214,2.9755,2.7999,0.634,-1.3245,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,59,GOOD_not_drone,4.3001,3.461,3.7753,3.3212,2.9815,2.7997,0.635,-1.3186,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,60,GOOD_not_drone,4.3002,3.4468,3.7712,3.3178,2.9732,2.7997,0.623,-1.327,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,61,GOOD_not_drone,4.3001,3.4382,3.7721,3.3185,2.9741,2.7998,0.631,-1.326,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,62,GOOD_not_drone,4.3002,3.4285,3.7638,3.3104,2.9661,2.7999,0.597,-1.3341,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,63,GOOD_not_drone,4.3001,3.4162,3.7646,3.3074,2.9592,2.7998,0.587,-1.3409,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,64,GOOD_not_drone,4.3002,3.4494,3.7724,3.3123,2.9652,2.8,0.594,-1.335,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,65,GOOD_not_drone,4.3,3.4375,3.7667,3.3062,2.9571,2.7998,0.575,-1.3429,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,66,GOOD_not_drone,4.3001,3.4222,3.7631,3.3012,2.948,2.8,0.559,-1.3521,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,67,GOOD_not_drone,4.3001,3.4174,3.7611,3.2988,2.9442,2.7998,0.552,-1.3559,0
2025-06-25 GraSi NMC811 LP57 1_5_5_2025-06-25 18-08-00.xlsx,68,GOOD_not_drone,4.3002,3.4199,3.7597,3.2967,2.9373,2.7999,0.541,-1.3629,0
